participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.passed_test,player.submit_attempts,player.game_goal,player.memory,player.path_lengths,player.strategy,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,1,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,2,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,3,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,4,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,5,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,6,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,7,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,8,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,9,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,10,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,11,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,12,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,13,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,14,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,15,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,16,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,17,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,18,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,19,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,20,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,21,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,22,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,23,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,24,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,25,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,26,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,27,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,28,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,29,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,30,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,31,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,32,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,33,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,34,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,35,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,36,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,37,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,38,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,39,aq2zzirx,,,,,1
1,10ylbva2,,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:18:29.335957,1,,,0.0,1,,0.0,0,0,,,,,1,40,aq2zzirx,,,,,1
1,t10ybvl5,5eb1780a1de50b263620d0ee,0,3,934,tom_dictator_v2_instructions,Welcome,2025-01-19 18:29:11.259024,1,,,0.0,1,,0.0,0,0,,,,,1,1,tgvqauld,,,,,0
2,ivf2doqd,5c4c57609446be00017e6746,0,934,934,generic_demographics,End,2025-01-19 18:32:09.960085,1,,,9.0,2,,0.0,0,3,0,0,2,0,1,1,tgvqauld,,,,,0
3,0ypiv4el,6678426a9e81680de1d36737,0,16,934,tom_dictator_v2_instructions,Quiz,2025-01-19 18:32:38.057533,1,,,0.0,3,,0.0,0,3,2,1,0,2,1,1,tgvqauld,,,,,0
4,hh2ezh9j,650af5c1e51d63383d770aea,0,934,934,generic_demographics,End,2025-01-19 18:33:29.218198,1,,,4.0,4,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
5,g3l64f2k,60fd3585f5bbc85cfc3634cf,0,934,934,generic_demographics,End,2025-01-19 18:33:40.161402,1,,,12.0,5,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
6,qwthoytg,6710229227bead028cf87729,0,934,934,generic_demographics,End,2025-01-19 18:34:57.883097,1,,,9.0,6,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
7,8rhh3lhc,5bddade063f08d0001fb7afa,0,898,934,tom_dictator_v2,Trial,2025-01-19 18:35:00.027092,1,,,8.0,7,,0.0,1,3,0,0,0,0,1,1,tgvqauld,,,,,0
8,81qc8udv,667ad8ffae84b34e30e27b72,0,934,934,generic_demographics,End,2025-01-19 18:35:19.874731,1,,,6.0,8,,0.0,1,2,0,0,0,0,1,1,tgvqauld,,,,,0
9,y2iw4kn5,672c9beb2f880e6773691e94,0,9,934,tom_dictator_v2_instructions,Quiz,2025-01-19 18:36:17.743550,1,,,0.0,9,,0.0,0,0,,,,,1,1,tgvqauld,,,,,0
10,qiuco1z8,5a6e411fe6cc4a0001b6d24b,0,934,934,generic_demographics,End,2025-01-19 18:36:55.834421,1,,,3.0,10,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
11,a4z4yzbe,665f123b82317d230d7b6fb6,0,934,934,generic_demographics,End,2025-01-19 18:37:04.003284,1,,,11.0,11,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
12,tfpx5tvs,5db54071ed0603000df0caca,0,934,934,generic_demographics,End,2025-01-19 18:37:18.256562,1,,,11.0,12,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
13,wh0jv34b,631624eda5f1f762834e370d,0,934,934,generic_demographics,End,2025-01-19 18:37:36.302230,1,,,20.0,13,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
14,463bkcqj,6698f6841ea17860f25b306d,0,934,934,generic_demographics,End,2025-01-19 18:37:38.594733,1,,,24.0,14,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
15,gqmt5kn4,6538bc48f35c2b87688bda89,0,934,934,generic_demographics,End,2025-01-19 18:37:58.031310,1,,,9.0,15,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
16,jeqw84cx,6731b01bfd9378c779b76209,0,934,934,generic_demographics,End,2025-01-19 18:38:31.307964,1,,,16.0,16,,0.0,1,1,0,0,0,0,1,1,tgvqauld,,,,,0
17,e78skor1,5b48e497ff749700012514d3,0,934,934,generic_demographics,End,2025-01-19 18:38:49.220457,1,,,16.0,17,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
18,wtyosded,622921142ed6785f172cae98,0,934,934,generic_demographics,End,2025-01-19 18:39:30.321151,1,,,7.0,18,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
19,hthm7oru,6649f80a9975a2ac5b1dcc5f,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:39:32.423652,1,,,0.0,19,,0.0,0,0,,,,,1,1,tgvqauld,,,,,0
20,56yqh0ic,60c715c89bb47f3847a690f0,0,9,934,tom_dictator_v2_instructions,Quiz,2025-01-19 18:39:52.416213,1,,,0.0,20,,0.0,0,2,,,,,1,1,tgvqauld,,,,,0
21,t40ex8ua,5c7ebf59478b39001766cae7,0,934,934,generic_demographics,End,2025-01-19 18:40:04.143379,1,,,8.0,21,,0.0,1,1,0,0,0,0,1,1,tgvqauld,,,,,0
22,r5ad600b,6693d7af775fe7cfb4cdf46c,0,934,934,generic_demographics,End,2025-01-19 18:40:15.803563,1,,,5.0,22,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
23,g8mv6py3,671de38b70419e476bff2e09,0,934,934,generic_demographics,End,2025-01-19 18:40:30.614256,1,,,3.0,23,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
24,icw6pisv,669f6b67b1b36f0e3479bdda,0,934,934,generic_demographics,End,2025-01-19 18:41:14.898688,1,,,12.0,24,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
25,hh7rk167,672836b205467639aeee468e,0,4,934,tom_dictator_v2_instructions,Introduction,2025-01-19 18:41:25.331094,1,,,0.0,25,,0.0,0,0,,,,,1,1,tgvqauld,,,,,0
26,hij0kj90,613a4c84815b064224bb66d7,0,934,934,generic_demographics,End,2025-01-19 18:41:25.872813,1,,,18.0,26,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
27,nxf17i6z,677d6540e5769779d2fb691e,0,934,934,generic_demographics,End,2025-01-19 18:42:37.582500,1,,,7.0,27,,0.0,1,2,0,0,0,0,1,1,tgvqauld,,,,,0
28,dvhlxebr,65d5290da9952e124be82c06,0,934,934,generic_demographics,End,2025-01-19 18:43:33.421529,1,,,20.0,28,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
29,gtr5ips3,66afe5970b0a8ef50ff7cfd8,0,934,934,generic_demographics,End,2025-01-19 18:44:29.464750,1,,,10.0,29,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
30,752958xd,6659a14795caa73284e7dff4,0,934,934,generic_demographics,End,2025-01-19 18:46:52.472206,1,,,18.0,30,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
31,40uikqmk,677879b0ae9eae8ad3afd27a,0,934,934,generic_demographics,End,2025-01-19 18:47:21.108260,1,,,13.0,31,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
32,x9h3pitq,63d6c3f3d4fa8ae3cad48931,0,934,934,generic_demographics,End,2025-01-19 18:48:05.381740,1,,,19.0,32,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
33,ow99iufl,6277cac5f0e0ec054cd4205f,0,934,934,generic_demographics,End,2025-01-19 18:48:34.569851,1,,,12.0,33,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
34,tv7hnd4y,5ee39caf04e12902f1134270,0,9,934,tom_dictator_v2_instructions,Quiz,2025-01-19 18:48:44.677894,1,,,0.0,34,,0.0,0,2,,,,,1,1,tgvqauld,,,,,0
35,bvmm52pt,672d2c178464e93c47a7d78d,0,934,934,generic_demographics,End,2025-01-19 18:49:06.922287,1,,,13.0,35,,0.0,1,0,0,0,0,0,1,1,tgvqauld,,,,,0
